Distro,OriginCode,DPCI,RequestType,DistroStatus,SSZ,UnitSortable,TrayCode,TotalNumberofPallets,TotalNumberofFullVCPs,TotalNumberofLooseSSP,SSPsinVCP,PullMode,TotalNumberofStore,TotalNumberofSSPsintheDistro,VCPLength,VCPWidth,VCPHeight,AllocationRequestDate,AllocationRequestTime,WorkStation,Aisle,Total_locs,wave_id
000000000071649437,W,043-14-0129,BAS,N,13,Y,1,0,4,4,12,CA,47,52,22.0,12.5,4.7,2022-09-12T00:00:00,02:22:15 AM,CR03,111,1,W1
000000000071650333,W,043-18-4280,BAS,N,13,Y,1,0,2,8,12,CA,27,32,12.9,12.5,6.9,2022-09-12T00:00:00,02:22:25 AM,CR03,111,1,W1
000000000071642156,W,020-01-0825,BAS,N,13,Y,1,0,1,10,12,CA,2,22,12.5,11.2,15.7,2022-09-12T00:00:00,02:21:05 AM,CR03,111,1,W1
000000000071639575,W,041-02-0584,BAS,N,13,Y,1,0,0,2,12,CA,2,2,12.6,11.8,4.7,2022-09-11T00:00:00,02:08:36 AM,CR03,111,1,W1
000000000071639264,W,025-10-1223,BAS,N,13,Y,1,0,0,3,24,CA,3,3,18.1,11.0,10.6,2022-09-11T00:00:00,02:09:16 AM,CR03,111,1,W1
000000000071639660,W,042-02-1582,BAS,N,13,Y,1,0,0,1,8,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:00 AM,CR03,111,1,W1
000000000071640461,W,098-05-4809,BAS,N,13,Y,1,0,0,1,6,CA,1,1,20.0,14.9,9.0,2022-09-11T00:00:00,02:08:40 AM,CR03,111,1,W1
000000000071638457,W,022-12-4185,BAS,N,13,Y,1,0,0,1,96,CA,1,1,19.6,15.7,3.1,2022-09-11T00:00:00,02:08:48 AM,CR03,111,1,W1
000000000071639242,W,025-10-0680,BAS,N,13,Y,1,0,0,1,48,CA,1,1,17.3,15.7,12.6,2022-09-11T00:00:00,02:08:44 AM,CR03,111,1,W1
000000000071638256,W,022-12-1474,BAS,N,13,Y,1,0,0,1,96,CA,1,1,15.8,13.4,6.3,2022-09-11T00:00:00,02:08:36 AM,CR03,111,1,W1
000000000071639102,W,025-05-0062,BAS,N,13,Y,1,0,0,2,48,CA,2,2,14.9,11.4,18.5,2022-09-11T00:00:00,02:09:13 AM,CR03,111,1,W1
000000000071640153,W,043-13-1029,BAS,N,13,Y,1,0,0,3,12,CA,3,3,13.1,12.4,7.0,2022-09-11T00:00:00,02:08:48 AM,CR03,112,1,W1
000000000071658870,W,281-00-3253,BAS,N,13,Y,1,0,0,3,6,CA,1,3,25.6,13.8,3.9,2022-09-12T00:00:00,02:24:08 AM,CR03,112,1,W1
000000000071645098,W,029-04-0560,BAS,N,13,Y,1,0,0,4,6,CA,4,4,11.4,9.4,4.7,2022-09-12T00:00:00,02:21:32 AM,CR03,112,1,W1
000000000071639223,W,025-10-0431,BAS,N,13,Y,1,0,0,3,48,CA,3,3,18.9,15.7,13.3,2022-09-11T00:00:00,02:08:58 AM,CR03,112,1,W1
000000000071637905,W,020-03-5557,BAS,N,13,Y,1,0,0,6,12,CA,4,6,26.5,14.1,6.5,2022-09-11T00:00:00,02:09:02 AM,CR03,112,1,W1
000000000071638088,W,022-09-6971,BAS,N,13,Y,1,0,0,1,9,CA,1,1,18.9,14.2,12.8,2022-09-11T00:00:00,02:09:10 AM,CR03,112,1,W1
000000000071639327,W,025-10-7440,BAS,N,13,Y,1,0,0,1,48,CA,1,1,16.9,15.7,9.4,2022-09-11T00:00:00,02:08:39 AM,CR03,112,1,W1
000000000071638381,W,022-12-3846,BAS,N,13,Y,1,0,0,6,96,CA,4,6,19.6,15.7,3.1,2022-09-11T00:00:00,02:09:10 AM,CR03,112,1,W1
000000000071637849,W,020-03-2985,BAS,N,13,Y,1,0,0,2,12,CA,2,2,21.6,10.6,8.6,2022-09-11T00:00:00,02:09:13 AM,CR03,112,1,W1
000000000071639581,W,041-02-2438,BAS,N,13,Y,1,0,0,3,12,CA,2,3,24.5,14.0,3.7,2022-09-11T00:00:00,02:09:00 AM,CR03,112,1,W1
000000000071640460,W,098-05-4690,BAS,N,13,Y,1,0,0,1,6,CA,1,1,14.9,12.8,8.6,2022-09-11T00:00:00,02:08:40 AM,CR03,112,1,W1
000000000071638813,W,025-00-2741,BAS,N,13,Y,1,0,0,3,30,CA,3,3,21.6,16.1,10.8,2022-09-11T00:00:00,02:08:39 AM,CR03,112,1,W1
000000000071639196,W,025-05-9088,BAS,N,13,Y,1,0,0,1,72,CA,1,1,18.1,10.6,20.1,2022-09-11T00:00:00,02:08:39 AM,CR03,112,1,W1
000000000071640259,W,043-13-2477,BAS,N,13,Y,1,0,0,1,24,CA,1,1,12.7,11.6,9.2,2022-09-11T00:00:00,02:08:58 AM,CR03,112,1,W1
000000000071639899,W,042-11-7807,BAS,N,13,Y,1,0,0,6,24,CA,5,6,13.7,24.4,11.4,2022-09-11T00:00:00,02:08:44 AM,CR03,112,1,W1
000000000071640457,W,098-05-4687,BAS,N,13,Y,1,0,1,4,6,CA,10,10,14.1,11.8,8.2,2022-09-11T00:00:00,02:09:05 AM,CR03,112,1,W1
000000000071639320,W,025-10-6654,BAS,N,13,Y,1,0,0,2,96,CA,2,2,23.2,18.1,10.1,2022-09-11T00:00:00,02:09:13 AM,CR03,113,1,W1
000000000071657676,W,214-05-2689,BAS,N,13,Y,1,0,3,1,12,CA,36,37,15.3,14.1,7.7,2022-09-12T00:00:00,02:23:58 AM,CR03,113,1,W1
000000000071658869,W,281-00-3250,BAS,N,13,Y,1,0,0,2,6,CA,1,2,16.9,26.8,3.9,2022-09-12T00:00:00,02:24:08 AM,CR03,113,1,W1
000000000071640452,W,098-05-4612,BAS,N,13,Y,1,0,1,2,6,CA,5,8,16.1,9.4,11.8,2022-09-11T00:00:00,02:08:44 AM,CR03,113,1,W1
000000000071637796,W,020-02-0932,BAS,N,13,Y,1,0,0,2,12,CA,1,2,13.0,12.6,11.0,2022-09-11T00:00:00,02:09:10 AM,CR03,113,1,W1
000000000071637896,W,020-03-5396,BAS,N,13,Y,1,0,1,10,12,CA,13,22,21.6,9.4,8.6,2022-09-11T00:00:00,02:09:10 AM,CR03,113,1,W1
000000000071637876,W,020-03-4921,BAS,N,13,Y,1,0,0,1,12,CA,1,1,22.0,11.4,7.4,2022-09-11T00:00:00,02:09:10 AM,CR03,113,1,W1
000000000071640189,W,043-13-1983,BAS,N,13,Y,1,0,0,9,12,CA,9,9,21.2,12.5,5.5,2022-09-11T00:00:00,02:08:53 AM,CR03,113,1,W1
000000000071640388,W,098-00-2543,BAS,N,13,Y,1,0,0,5,6,CA,5,5,16.5,15.4,14.2,2022-09-11T00:00:00,02:08:33 AM,CR03,113,1,W1
000000000071648871,W,041-03-3650,BAS,N,13,Y,1,0,5,6,12,CA,59,66,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:11 AM,CR03,113,4,W1
000000000071639260,W,025-10-1207,BAS,N,13,Y,1,0,0,3,24,CA,3,3,18.1,11.0,10.6,2022-09-11T00:00:00,02:08:39 AM,CR03,113,1,W1
000000000071637964,W,022-09-1390,BAS,N,13,Y,1,0,0,5,6,CA,3,5,11.8,5.8,5.3,2022-09-11T00:00:00,02:08:44 AM,NR02,114,1,W1
000000000071637986,W,022-09-1751,BAS,N,13,Y,1,0,0,5,6,CA,2,5,11.8,5.9,5.1,2022-09-11T00:00:00,02:09:07 AM,NR01,114,1,W1
000000000071637970,W,022-09-1516,BAS,N,13,Y,1,0,0,3,6,CA,2,3,11.8,5.8,4.3,2022-09-11T00:00:00,02:08:48 AM,NR02,114,1,W1
000000000071638006,W,022-09-2192,BAS,N,13,Y,1,0,0,3,6,CA,2,3,11.6,5.9,5.3,2022-09-11T00:00:00,02:09:16 AM,NR02,114,1,W1
000000000071637965,W,022-09-1391,BAS,N,13,Y,1,0,0,4,6,CA,2,4,11.6,6.0,5.1,2022-09-11T00:00:00,02:08:44 AM,NR02,114,1,W1
000000000071643899,W,023-09-3298,BAS,N,13,Y,1,0,5,5,6,CA,35,35,20.2,12.3,7.6,2022-09-12T00:00:00,02:21:14 AM,NR02,114,2,W1
000000000071643844,W,023-09-1696,BAS,N,13,Y,1,0,6,5,6,CA,39,41,14.1,12.2,6.7,2022-09-12T00:00:00,02:21:13 AM,NR02,114,2,W1
000000000071643864,W,023-09-3288,BAS,N,13,Y,1,0,5,4,6,CA,34,34,15.0,12.2,6.6,2022-09-12T00:00:00,02:21:13 AM,NR01,114,2,W1
000000000071643900,W,023-09-3299,BAS,N,13,Y,1,0,9,4,6,CA,58,58,20.2,12.5,7.8,2022-09-12T00:00:00,02:21:14 AM,NR02,114,3,W1
000000000071643911,W,023-09-5092,BAS,N,13,Y,1,0,4,5,6,CA,28,29,12.0,12.0,6.0,2022-09-12T00:00:00,02:21:14 AM,NR01,114,1,W1
000000000071643905,W,023-09-5088,BAS,N,13,Y,1,0,4,0,6,CA,24,24,12.0,12.0,6.0,2022-09-12T00:00:00,02:21:14 AM,NR02,114,1,W1
000000000071643882,W,023-09-3293,BAS,N,13,Y,1,0,9,0,6,CA,54,54,15.5,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,NR02,114,2,W1
000000000071643885,W,023-09-3294,BAS,N,13,Y,1,0,5,5,6,CA,35,35,20.5,13.0,7.7,2022-09-12T00:00:00,02:21:14 AM,NR01,114,2,W1
000000000071643890,W,023-09-3296,BAS,N,13,Y,1,0,8,4,6,CA,52,52,14.5,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,NR01,114,2,W1
000000000071643896,W,023-09-3297,BAS,N,13,Y,1,0,6,5,6,CA,41,41,12.3,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,NR02,114,2,W1
000000000071657762,W,214-05-3199,BAS,N,13,Y,1,0,2,2,12,CA,26,26,13.0,11.0,7.0,2022-09-12T00:00:00,02:23:58 AM,CR03,115,1,W1
000000000071657753,W,214-05-3186,BAS,N,13,Y,1,0,5,3,12,CA,60,63,15.2,13.9,7.6,2022-09-12T00:00:00,02:23:58 AM,CR03,115,1,W1
000000000071648956,W,041-06-1996,BAS,N,13,Y,1,0,18,11,12,CA,146,227,23.0,13.0,9.0,2022-09-12T00:00:00,02:22:12 AM,CR03,115,5,W1
000000000071642149,W,020-01-0754,BAS,N,13,Y,1,0,0,3,12,CA,1,3,22.4,14.9,27.1,2022-09-12T00:00:00,02:21:05 AM,CR03,115,1,W1
000000000071649495,W,043-14-0332,BAS,N,13,Y,1,0,7,0,12,CA,77,84,22.4,12.9,7.8,2022-09-12T00:00:00,02:22:16 AM,CR03,115,2,W1
000000000071657552,W,214-03-5375,BAS,N,13,Y,1,0,1,1,12,CA,10,13,20.1,11.5,4.7,2022-09-12T00:00:00,02:23:56 AM,CR03,115,1,W1
000000000071657646,W,214-05-2218,BAS,N,13,Y,1,0,8,0,12,CA,91,96,13.8,12.2,7.2,2022-09-12T00:00:00,02:23:57 AM,CR03,115,2,W1
000000000071648947,W,041-06-1979,BAS,N,13,Y,1,0,10,10,12,CA,97,130,23.0,13.0,9.0,2022-09-12T00:00:00,02:22:12 AM,CR03,115,3,W1
000000000071649494,W,043-14-0331,BAS,N,13,Y,1,0,1,3,12,CA,9,15,22.4,12.9,6.6,2022-09-12T00:00:00,02:22:16 AM,CR03,115,1,W1
000000000071649793,W,043-14-1887,BAS,N,13,Y,1,0,3,3,12,CA,37,39,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,CR03,115,1,W1
000000000071649440,W,043-14-0134,BAS,N,13,Y,1,0,11,2,12,CA,92,134,22.0,12.5,3.9,2022-09-12T00:00:00,02:22:15 AM,CR03,116,1,W1
000000000071648682,W,041-01-3928,BAS,N,13,Y,1,0,0,8,12,CA,8,8,21.0,12.0,5.0,2022-09-12T00:00:00,02:22:09 AM,CR03,116,1,W1
000000000071657678,W,214-05-2695,BAS,N,13,Y,1,0,8,3,12,CA,90,99,13.0,11.0,7.0,2022-09-12T00:00:00,02:23:58 AM,CR03,116,2,W1
000000000071649521,W,043-14-0436,BAS,N,13,Y,1,0,3,7,12,CA,41,43,22.4,12.9,6.6,2022-09-12T00:00:00,02:22:16 AM,CR03,116,2,W1
000000000071649445,W,043-14-0140,BAS,N,13,Y,1,0,7,3,12,CA,67,87,22.0,12.5,4.7,2022-09-12T00:00:00,02:22:15 AM,CR03,116,1,W1
000000000071649419,W,043-14-0057,BAS,N,13,Y,1,0,1,0,12,CA,12,12,22.0,13.2,5.1,2022-09-12T00:00:00,02:22:15 AM,CR03,116,1,W1
000000000071649507,W,043-14-0356,BAS,N,13,Y,1,0,3,9,12,CA,43,45,22.4,12.9,6.6,2022-09-12T00:00:00,02:22:16 AM,CR03,116,2,W1
000000000071649444,W,043-14-0139,BAS,N,13,Y,1,0,9,2,12,CA,65,110,22.1,13.9,4.3,2022-09-12T00:00:00,02:22:15 AM,CR03,116,1,W1
000000000071649766,W,043-14-1865,BAS,N,13,Y,1,0,6,5,12,CA,71,77,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,CR03,116,2,W1
000000000071648948,W,041-06-1980,BAS,N,13,Y,1,0,0,2,12,CA,2,2,23.0,13.0,9.0,2022-09-12T00:00:00,02:22:12 AM,CR03,116,1,W1
000000000071657647,W,214-05-2219,BAS,N,13,Y,1,0,6,9,12,CA,70,81,11.8,13.7,6.6,2022-09-12T00:00:00,02:23:57 AM,CR03,116,2,W1
000000000071648870,W,041-03-3649,BAS,N,13,Y,1,0,0,6,12,CA,5,6,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:11 AM,CR03,116,1,W1
000000000071649493,W,043-14-0331,BAS,N,13,Y,1,0,6,3,12,CA,69,75,22.4,12.9,6.6,2022-09-12T00:00:00,02:22:16 AM,CR03,116,2,W1
000000000071644956,W,023-13-1321,BAS,N,13,Y,1,0,2,0,24,CA,26,48,19.6,14.1,5.5,2022-09-12T00:00:00,02:21:29 AM,SF03,117,1,W1
000000000071657680,W,214-05-2697,BAS,N,13,Y,1,0,4,8,12,CA,55,56,13.0,11.0,7.0,2022-09-12T00:00:00,02:23:58 AM,SF03,117,1,W1
000000000071642689,W,022-08-3106,BAS,N,13,Y,1,0,3,4,6,CA,21,22,15.7,11.0,10.2,2022-09-12T00:00:00,02:21:08 AM,SF03,117,1,W1
000000000071650309,W,043-18-3638,BAS,N,13,Y,1,0,4,0,12,CA,46,48,13.3,13.0,5.3,2022-09-12T00:00:00,02:22:25 AM,SF03,117,1,W1
000000000071657663,W,214-05-2420,BAS,N,13,Y,1,0,2,9,12,CA,29,33,14.9,14.2,7.2,2022-09-12T00:00:00,02:23:58 AM,SF03,117,1,W1
000000000071642279,W,020-06-4292,BAS,N,13,Y,1,0,1,3,6,CA,2,9,12.7,11.0,8.3,2022-09-12T00:00:00,02:21:06 AM,SF03,117,1,W1
000000000071649788,W,043-14-1882,BAS,N,13,Y,1,0,6,4,12,CA,70,76,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,SF03,117,2,W1
000000000071649609,W,043-14-0550,BAS,N,13,Y,1,0,4,6,12,CA,48,54,12.5,11.5,6.0,2022-09-12T00:00:00,02:22:17 AM,SF03,117,1,W1
000000000071642356,W,020-06-4871,BAS,N,13,Y,1,0,0,2,6,CA,1,2,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,118,1,W1
000000000071659285,W,309-01-1148,BAS,N,13,Y,1,0,0,1,6,CA,1,1,14.9,14.3,3.5,2022-09-12T00:00:00,02:24:10 AM,SF03,118,1,W1
000000000071657636,W,214-05-1702,BAS,N,13,Y,1,0,1,5,12,CA,17,17,12.9,12.5,7.0,2022-09-12T00:00:00,02:23:57 AM,SF03,118,1,W1
000000000071649767,W,043-14-1866,BAS,N,13,Y,1,0,1,2,12,CA,11,14,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,SF03,118,1,W1
000000000071649789,W,043-14-1882,BAS,N,13,Y,1,0,0,8,12,CA,4,8,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,SF03,118,1,W1
000000000071649771,W,043-14-1869,BAS,N,13,Y,1,0,5,5,12,CA,57,65,13.5,12.5,6.0,2022-09-12T00:00:00,02:22:19 AM,SF03,118,1,W1
000000000071649312,W,042-20-1972,BAS,N,13,Y,1,0,0,4,6,CA,1,4,27.3,20.0,3.0,2022-09-12T00:00:00,02:22:13 AM,SF03,119,1,W1
000000000071649446,W,043-14-0140,BAS,N,13,Y,1,0,2,2,12,CA,9,26,22.0,12.5,4.7,2022-09-12T00:00:00,02:22:15 AM,SF03,119,1,W1
000000000071649415,W,043-14-0054,BAS,N,13,Y,1,0,6,3,12,CA,44,75,22.0,12.5,4.7,2022-09-12T00:00:00,02:22:14 AM,SF03,119,1,W1
000000000071644950,W,023-13-1312,BAS,N,13,Y,1,0,2,22,24,CA,39,70,17.3,14.5,5.1,2022-09-12T00:00:00,02:21:29 AM,SF03,119,1,W1
000000000071649402,W,043-14-0045,BAS,N,13,Y,1,0,2,9,12,CA,32,33,22.0,12.5,3.9,2022-09-12T00:00:00,02:22:14 AM,SF03,119,1,W1
000000000071648846,W,041-03-3588,BAS,N,13,Y,1,0,2,11,12,CA,34,35,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:11 AM,SF03,119,2,W1
000000000071642358,W,020-06-4873,BAS,N,13,Y,1,0,0,1,6,CA,1,1,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,122,1,W1
000000000071642343,W,020-06-4843,BAS,N,13,Y,1,0,0,1,6,CA,1,1,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,122,1,W1
000000000071642344,W,020-06-4844,BAS,N,13,Y,1,0,0,1,6,CA,1,1,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,122,1,W1
000000000071642346,W,020-06-4846,BAS,N,13,Y,1,0,0,1,6,CA,1,1,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,122,1,W1
000000000071649729,W,043-14-1423,BAS,N,13,Y,1,0,5,8,12,CA,54,68,13.0,12.0,6.0,2022-09-12T00:00:00,02:22:18 AM,SF03,122,1,W1
000000000071642347,W,020-06-4847,BAS,N,13,Y,1,0,0,1,6,CA,1,1,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF03,122,1,W1
000000000071650428,W,043-18-6357,BAS,N,13,Y,1,0,4,1,6,CA,24,25,13.7,11.8,3.5,2022-09-12T00:00:00,02:22:26 AM,SF03,122,1,W1
000000000071649532,W,043-14-0467,BAS,N,13,Y,1,0,4,9,12,CA,51,57,22.4,12.9,7.8,2022-09-12T00:00:00,02:22:17 AM,SF03,123,2,W1
000000000071648850,W,041-03-3608,BAS,N,13,Y,1,0,1,5,12,CA,17,17,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:11 AM,SF03,123,2,W1
000000000071649309,W,042-20-1967,BAS,N,13,Y,1,0,0,2,6,CA,2,2,27.1,23.0,3.3,2022-09-12T00:00:00,02:22:13 AM,SF03,123,1,W1
000000000071648811,W,041-03-3505,BAS,N,13,Y,1,0,2,11,12,CA,30,35,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:10 AM,SF03,123,2,W1
000000000071648945,W,041-06-1977,BAS,N,13,Y,1,0,0,2,12,CA,2,2,23.0,13.0,9.0,2022-09-12T00:00:00,02:22:12 AM,SF03,123,1,W1
000000000071650521,W,044-05-4868,BAS,N,13,Y,1,0,0,4,12,CA,1,4,12.6,11.4,6.3,2022-09-12T00:00:00,02:22:26 AM,SF03,123,1,W1
000000000071648813,W,041-03-3506,BAS,N,13,Y,1,0,0,8,12,CA,5,8,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:10 AM,SF03,123,1,W1
000000000071648814,W,041-03-3507,BAS,N,13,Y,1,0,0,8,12,CA,7,8,26.0,18.0,7.0,2022-09-12T00:00:00,02:22:10 AM,SF03,124,1,W1
000000000071657513,W,214-03-1939,BAS,N,13,Y,1,0,0,7,12,CA,7,7,16.1,14.2,6.8,2022-09-12T00:00:00,02:23:56 AM,SF03,124,1,W1
000000000071648993,W,041-06-2380,BAS,N,13,Y,1,0,0,2,12,CA,1,2,14.5,12.2,7.8,2022-09-12T00:00:00,02:22:12 AM,SF03,124,1,W1
000000000071642269,W,020-06-4279,BAS,N,13,Y,1,0,1,1,6,CA,2,7,12.7,11.0,8.3,2022-09-12T00:00:00,02:21:06 AM,SF03,124,1,W1
000000000071657665,W,214-05-2422,BAS,N,13,Y,1,0,1,9,12,CA,18,21,14.9,14.0,7.4,2022-09-12T00:00:00,02:23:58 AM,SF03,125,1,W1
000000000071644057,W,023-12-3085,BAS,N,13,Y,1,0,0,17,24,CA,16,17,23.6,13.3,9.8,2022-09-12T00:00:00,02:21:15 AM,SF03,125,1,W1
000000000071650308,W,043-18-3637,BAS,N,13,Y,1,0,1,9,12,CA,19,21,13.1,12.7,5.1,2022-09-12T00:00:00,02:22:25 AM,SF03,125,1,W1
000000000071649614,W,043-14-0559,BAS,N,13,Y,1,0,6,2,12,CA,69,74,12.5,11.5,6.0,2022-09-12T00:00:00,02:22:17 AM,SF03,125,1,W1
000000000071657550,W,214-03-5339,BAS,N,13,Y,1,0,0,3,12,CA,3,3,20.2,11.6,5.4,2022-09-12T00:00:00,02:23:56 AM,SF03,125,1,W1
000000000071642523,W,022-08-0165,BAS,N,13,Y,1,0,2,3,6,CA,14,15,15.5,10.2,4.9,2022-09-12T00:00:00,02:21:08 AM,SF03,125,1,W1
000000000071642537,W,022-08-0177,BAS,N,13,Y,1,0,37,2,6,CA,203,224,15.6,10.1,4.7,2022-09-12T00:00:00,02:21:08 AM,SF03,125,3,W1
000000000071638372,W,022-12-3796,BAS,N,13,Y,1,0,0,3,96,CA,3,3,14.1,10.6,8.2,2022-09-11T00:00:00,02:08:44 AM,SF22,601,1,W1
000000000071657518,W,214-03-2307,BAS,N,13,Y,1,0,0,1,12,CA,1,1,24.0,13.0,5.0,2022-09-12T00:00:00,02:23:56 AM,SF22,601,1,W1
000000000071639898,W,042-11-7803,BAS,N,13,Y,1,0,0,1,24,CA,1,1,13.7,24.4,11.4,2022-09-11T00:00:00,02:08:40 AM,SF22,601,1,W1
000000000071638868,W,025-00-5173,BAS,N,13,Y,1,0,0,1,30,CA,1,1,21.3,10.6,14.2,2022-09-11T00:00:00,02:09:07 AM,SF22,601,1,W1
000000000071639700,W,042-02-2131,BAS,N,13,Y,1,0,0,4,8,CA,3,4,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:02 AM,SF22,601,1,W1
000000000071639148,W,025-05-4027,BAS,N,13,Y,1,0,0,3,120,CA,2,3,17.7,11.0,7.1,2022-09-11T00:00:00,02:09:10 AM,SF22,601,1,W1
000000000071638215,W,022-12-0714,BAS,N,13,Y,1,0,0,6,96,CA,5,6,18.0,11.0,6.0,2022-09-11T00:00:00,02:08:44 AM,SF22,601,1,W1
000000000071638453,W,022-12-4180,BAS,N,13,Y,1,0,0,3,96,CA,3,3,19.6,15.7,3.1,2022-09-11T00:00:00,02:08:39 AM,SF22,601,1,W1
000000000071640086,W,042-24-5699,BAS,N,13,Y,1,0,0,1,16,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:19 AM,SF22,601,1,W1
000000000071640087,W,042-24-6369,BAS,N,13,Y,1,0,0,1,16,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:19 AM,SF22,601,1,W1
000000000071639795,W,042-11-2979,BAS,N,13,Y,1,0,0,1,24,CA,1,1,15.0,23.0,11.0,2022-09-11T00:00:00,02:08:53 AM,SF22,601,1,W1
000000000071640076,W,042-24-1295,BAS,N,13,Y,1,0,0,1,8,CA,1,1,23.6,15.9,5.4,2022-09-11T00:00:00,02:09:13 AM,SF22,601,1,W1
000000000071638439,W,022-12-4140,BAS,N,13,Y,1,0,0,3,96,CA,1,3,24.0,16.0,8.0,2022-09-11T00:00:00,02:09:04 AM,SF22,602,1,W1
000000000071638526,W,022-12-4269,BAS,N,13,Y,1,0,0,1,96,CA,1,1,19.6,15.7,3.1,2022-09-11T00:00:00,02:08:53 AM,SF22,602,1,W1
000000000071639708,W,042-02-3089,BAS,N,13,Y,1,0,0,2,8,CA,1,2,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:07 AM,SF22,602,1,W1
000000000071639707,W,042-02-3088,BAS,N,13,Y,1,0,0,3,8,CA,3,3,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:07 AM,SF22,602,1,W1
000000000071639679,W,042-02-1959,BAS,N,13,Y,1,0,0,1,8,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:08:51 AM,SF22,602,1,W1
000000000071638440,W,022-12-4142,BAS,N,13,Y,1,0,0,1,96,CA,1,1,24.0,16.0,8.0,2022-09-11T00:00:00,02:08:58 AM,SF22,602,1,W1
000000000071638399,W,022-12-3933,BAS,N,13,Y,1,0,0,4,96,CA,4,4,16.0,11.0,7.5,2022-09-11T00:00:00,02:08:44 AM,SF22,602,1,W1
000000000071639753,W,042-02-3967,BAS,N,13,Y,1,0,0,3,8,CA,3,3,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:07 AM,SF22,602,1,W1
000000000071639732,W,042-02-3682,BAS,N,13,Y,1,0,0,2,8,CA,2,2,24.0,16.0,5.0,2022-09-11T00:00:00,02:08:40 AM,SF22,602,1,W1
000000000071639745,W,042-02-3882,BAS,N,13,Y,1,0,0,1,8,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:08:53 AM,SF22,602,1,W1
000000000071637979,W,022-09-1582,BAS,N,13,Y,1,0,0,1,9,CA,1,1,17.4,16.8,11.0,2022-09-11T00:00:00,02:08:48 AM,SF22,602,1,W1
000000000071639999,W,042-21-1790,BAS,N,13,Y,1,0,0,1,24,CA,1,1,30.0,20.0,19.0,2022-09-11T00:00:00,02:09:13 AM,SF22,602,1,W1
000000000071657874,W,214-10-1559,BAS,N,13,Y,1,0,0,1,12,CA,1,1,17.9,10.1,3.9,2022-09-12T00:00:00,02:23:59 AM,SF22,602,1,W1
000000000071637994,W,022-09-1803,BAS,N,13,Y,1,0,0,1,9,CA,1,1,19.0,12.4,11.0,2022-09-11T00:00:00,02:08:36 AM,SF22,602,1,W1
000000000071639645,W,042-02-1109,BAS,N,13,Y,1,0,0,2,8,CA,2,2,24.0,16.0,5.0,2022-09-11T00:00:00,02:08:40 AM,SF22,602,1,W1
000000000071639642,W,042-02-1103,BAS,N,13,Y,1,0,0,3,8,CA,3,3,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:10 AM,SF22,602,1,W1
000000000071638386,W,022-12-3869,BAS,N,13,Y,1,0,0,4,96,CA,1,4,17.7,14.9,3.1,2022-09-11T00:00:00,02:08:36 AM,SF22,602,1,W1
000000000071639676,W,042-02-1955,BAS,N,13,Y,1,0,0,1,8,CA,1,1,24.0,16.0,5.0,2022-09-11T00:00:00,02:08:58 AM,SF22,602,1,W1
000000000071648922,W,041-06-1791,BAS,N,13,Y,1,0,0,2,12,CA,1,2,23.0,13.8,7.0,2022-09-12T00:00:00,02:22:12 AM,SF22,602,1,W1
000000000071644188,W,023-12-4674,BAS,N,13,Y,1,0,0,14,24,CA,11,14,23.7,15.1,10.9,2022-09-12T00:00:00,02:21:16 AM,SF22,602,1,W1
000000000071648672,W,041-01-3089,BAS,N,13,Y,1,0,0,5,12,CA,1,5,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:08 AM,SF22,603,1,W1
000000000071639941,W,042-21-0342,BAS,N,13,Y,1,0,0,8,24,CA,7,8,23.0,13.0,12.0,2022-09-11T00:00:00,02:09:05 AM,SF22,603,1,W1
